BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,ecrsCapacity,ecrsPrice_USDperMW,ecrsRev_USD,reg_upCapacity,reg_upPrice_USDperMW,reg_upRev_USD,reg_downCapacity,reg_downPrice_USDperMW,reg_downRev_USD,non_spinCapacity,non_spinPrice_USDperMW,non_spinRev_USD,rrsCapacity,rrsPrice_USDperMW,rrsRev_USD,CapacityObligation
0.25,1.00,39.80,9.17,0.00,0.00,0.00,0.25,30.35,7.00,0.25,15.00,3.75,0.00,4.45,0.00,0.50,20.15,9.29,0.00
0.25,0.93,27.37,6.31,0.00,0.00,0.00,0.25,10.15,2.34,0.25,9.15,2.29,0.00,2.70,0.00,0.50,10.15,4.68,0.00
0.00,0.87,24.03,0.00,0.00,0.00,0.00,0.25,4.00,0.92,0.25,7.93,1.98,0.25,3.00,0.69,0.50,6.63,3.06,0.00
0.00,0.87,21.11,0.00,0.00,0.00,0.00,0.25,4.25,0.98,0.25,6.45,1.61,0.25,2.70,0.62,0.50,3.95,1.82,0.00
-0.61,0.86,20.49,-12.48,0.00,0.00,0.00,0.25,3.95,0.91,0.25,6.00,1.50,0.25,2.28,0.53,0.50,3.75,1.73,0.00
0.00,1.00,22.41,0.00,0.00,0.00,0.00,0.25,3.00,0.69,0.25,5.56,1.39,0.25,1.58,0.36,0.50,2.65,1.22,0.00
0.00,1.00,21.98,0.00,0.00,0.00,0.00,0.25,3.02,0.70,0.25,5.00,1.25,0.25,1.35,0.31,0.50,2.65,1.22,0.00
0.00,0.99,25.90,0.00,0.00,0.00,0.00,0.25,3.21,0.74,0.25,3.50,0.88,0.25,1.05,0.24,0.50,3.12,1.44,0.00
0.00,0.99,24.14,0.00,0.00,0.00,0.00,0.25,3.14,0.72,0.25,3.50,0.88,0.25,1.00,0.23,0.50,3.00,1.38,0.00
0.00,0.99,23.40,0.00,0.00,0.00,0.00,0.25,2.87,0.66,0.25,3.01,0.75,0.25,1.00,0.23,0.50,2.47,1.14,0.00
-0.08,0.99,21.84,-1.70,0.00,0.00,0.00,0.25,2.71,0.62,0.25,2.25,0.56,0.25,1.00,0.23,0.50,2.15,0.99,0.00
-0.01,1.00,21.89,-0.28,0.00,0.00,0.00,0.25,3.50,0.81,0.25,1.50,0.38,0.25,1.00,0.23,0.50,2.82,1.30,0.00
-0.01,1.00,24.19,-0.31,0.00,0.00,0.00,0.25,5.50,1.27,0.25,5.00,1.25,0.25,1.00,0.23,0.50,5.00,2.30,0.00
0.00,1.00,28.51,0.00,0.00,0.00,0.00,0.25,11.61,2.68,0.25,4.02,1.00,0.25,2.10,0.48,0.50,8.86,4.08,0.00
0.25,1.00,35.53,8.19,0.00,0.00,0.00,0.25,12.89,2.97,0.25,2.74,0.69,0.00,2.35,0.00,0.50,12.50,5.76,0.00
0.29,0.93,43.00,11.35,0.00,0.00,0.00,0.25,12.50,2.88,0.25,8.00,2.00,0.00,2.95,0.00,0.46,12.50,5.34,0.00
0.25,0.86,35.58,8.20,0.00,0.00,0.00,0.25,11.59,2.67,0.25,8.00,2.00,0.00,2.42,0.00,0.50,11.49,5.30,0.00
0.25,0.80,33.85,7.80,0.00,0.00,0.00,0.25,11.35,2.62,0.25,8.00,2.00,0.00,2.00,0.00,0.50,11.35,5.23,0.00
0.25,0.73,32.78,7.56,0.00,0.00,0.00,0.25,9.82,2.26,0.25,5.00,1.25,0.00,2.00,0.00,0.50,9.72,4.48,0.00
0.00,0.67,29.71,0.00,0.00,0.00,0.00,0.25,6.41,1.48,0.25,4.91,1.23,0.25,2.80,0.65,0.50,6.31,2.91,0.00
0.00,0.66,26.43,0.00,0.00,0.00,0.00,0.25,4.60,1.06,0.25,3.50,0.88,0.25,2.80,0.65,0.50,4.50,2.07,0.00
-0.75,0.66,25.50,-19.12,0.00,0.00,0.00,0.25,4.89,1.13,0.25,4.39,1.10,0.25,4.42,1.02,0.50,4.50,2.07,0.00
-0.75,0.83,25.05,-18.79,0.00,0.00,0.00,0.25,7.98,1.84,0.25,3.50,0.88,0.50,5.33,2.46,0.25,4.50,1.04,0.00
0.00,1.00,30.23,0.00,0.00,0.00,0.00,0.25,10.97,2.53,0.25,1.93,0.48,0.50,9.97,4.60,0.25,7.97,1.84,0.00
0.00,1.00,80.14,0.00,0.00,0.00,0.00,0.25,62.95,14.51,0.25,5.37,1.34,0.50,59.73,27.53,0.25,55.42,12.77,0.00
0.00,0.99,93.66,0.00,0.00,0.00,0.00,0.25,60.15,13.86,0.00,5.06,0.00,0.50,61.79,28.48,0.25,60.15,13.86,0.00
0.50,0.98,71.32,32.88,0.00,0.00,0.00,0.00,31.20,0.00,0.00,4.19,0.00,0.50,39.99,18.43,0.00,35.20,0.00,0.00
0.00,0.86,61.81,0.00,0.00,0.00,0.00,0.25,28.15,6.49,0.25,3.63,0.91,0.50,33.37,15.38,0.25,28.58,6.59,0.00
0.00,0.85,48.16,0.00,0.00,0.00,0.00,0.25,15.27,3.52,0.25,5.00,1.25,0.50,18.30,8.44,0.25,16.47,3.80,0.00
0.54,0.85,39.20,19.63,0.00,0.00,0.00,0.25,5.04,1.16,0.25,4.04,1.01,0.21,4.99,0.95,0.00,5.04,0.00,0.00
0.00,0.71,36.78,0.00,0.00,0.00,0.00,0.25,5.19,1.20,0.25,4.19,1.05,0.25,3.14,0.72,0.50,5.19,2.39,0.00
0.00,0.71,31.00,0.00,0.00,0.00,0.00,0.25,3.15,0.73,0.25,1.36,0.34,0.25,1.85,0.43,0.50,3.18,1.47,0.00
0.00,0.71,30.47,0.00,0.00,0.00,0.00,0.25,3.15,0.73,0.00,0.01,0.00,0.25,1.55,0.36,0.50,3.11,1.43,0.00
0.00,0.70,30.05,0.00,0.00,0.00,0.00,0.25,3.15,0.73,0.00,0.01,0.00,0.25,1.70,0.39,0.50,2.79,1.29,0.00
0.00,0.69,29.67,0.00,0.00,0.00,0.00,0.25,3.11,0.72,0.00,0.01,0.00,0.25,1.70,0.39,0.50,2.20,1.01,0.00
0.00,0.68,30.89,0.00,0.00,0.00,0.00,0.25,4.22,0.97,0.00,0.01,0.00,0.25,1.70,0.39,0.50,3.72,1.71,0.00
0.00,0.67,39.28,0.00,0.00,0.00,0.00,0.25,10.39,2.39,0.25,3.50,0.88,0.25,9.19,2.12,0.50,10.00,4.61,0.00
0.00,0.67,94.32,0.00,0.00,0.00,0.00,0.25,83.50,19.25,0.25,6.93,1.73,0.50,86.15,39.71,0.25,67.44,15.54,0.00
0.24,0.66,100.12,22.61,0.00,0.00,0.00,0.25,78.32,18.05,0.00,3.69,0.00,0.50,91.39,42.13,0.01,74.15,0.35,0.00
0.26,0.59,47.26,11.38,0.00,0.00,0.00,0.25,22.07,5.09,0.25,5.00,1.25,0.49,26.82,12.09,0.00,21.67,0.00,0.00
0.00,0.53,33.75,0.00,0.00,0.00,0.00,0.25,11.00,2.54,0.25,7.11,1.78,0.31,11.21,3.21,0.44,10.00,4.05,0.00
0.00,0.52,28.85,0.00,0.00,0.00,0.00,0.25,6.01,1.39,0.25,5.00,1.25,0.31,5.00,1.41,0.44,5.01,2.05,0.00
0.00,0.52,26.92,0.00,0.00,0.00,0.00,0.25,5.71,1.32,0.25,5.00,1.25,0.25,2.80,0.65,0.50,4.31,1.99,0.00
0.00,0.52,26.42,0.00,0.00,0.00,0.00,0.25,4.86,1.12,0.25,6.36,1.59,0.25,2.00,0.46,0.50,4.50,2.07,0.00
0.00,0.51,24.84,0.00,0.00,0.00,0.00,0.25,4.15,0.96,0.25,5.00,1.25,0.25,2.00,0.46,0.50,4.21,1.94,0.00
0.00,0.51,23.95,0.00,0.00,0.00,0.00,0.25,4.81,1.11,0.25,5.00,1.25,0.25,2.50,0.58,0.50,4.15,1.91,0.00
0.00,0.51,22.89,0.00,0.00,0.00,0.00,0.25,5.74,1.32,0.25,5.21,1.30,0.25,2.50,0.58,0.50,4.21,1.94,0.00
0.00,0.50,26.45,0.00,0.00,0.00,0.00,0.25,7.51,1.73,0.25,5.00,1.25,0.25,3.95,0.91,0.50,5.95,2.74,0.00
0.25,0.50,47.00,10.83,0.00,0.00,0.00,0.25,28.97,6.68,0.25,4.05,1.01,0.00,18.95,0.00,0.50,22.72,10.47,0.00
0.36,0.44,34.74,11.68,0.00,0.00,0.00,0.14,7.50,0.94,0.25,5.00,1.25,0.00,4.45,0.00,0.50,9.50,4.38,0.00
0.25,0.35,30.19,6.96,0.00,0.00,0.00,0.25,4.00,0.92,0.25,3.50,0.88,0.00,3.45,0.00,0.50,6.50,3.00,0.00
0.20,0.28,28.32,5.14,0.00,0.00,0.00,0.25,4.25,0.98,0.25,5.00,1.25,0.05,2.70,0.13,0.50,6.39,2.95,0.00
0.00,0.23,25.46,0.00,0.00,0.00,0.00,0.25,4.25,0.98,0.25,5.00,1.25,0.00,2.10,0.00,0.50,5.00,2.30,0.00
0.12,0.23,24.08,2.77,0.00,0.00,0.00,0.25,3.63,0.84,0.25,5.00,1.25,0.00,1.00,0.00,0.50,3.73,1.72,0.00
0.38,0.20,21.96,7.73,0.00,0.00,0.00,0.25,3.00,0.69,0.25,5.00,1.25,0.00,1.10,0.00,0.37,3.00,1.02,0.00
-0.75,0.10,14.56,-10.92,0.00,0.00,0.00,0.23,2.17,0.46,0.25,5.00,1.25,0.00,0.99,0.00,0.00,1.67,0.00,0.00
-0.75,0.27,13.66,-10.25,0.00,0.00,0.00,0.25,2.14,0.49,0.25,5.00,1.25,0.04,0.99,0.04,0.50,1.74,0.80,0.00
-0.75,0.44,14.55,-10.91,0.00,0.00,0.00,0.25,2.14,0.49,0.25,5.00,1.25,0.21,0.99,0.20,0.50,1.74,0.80,0.00
-0.75,0.61,15.61,-11.71,0.00,0.00,0.00,0.25,2.14,0.49,0.25,4.74,1.19,0.25,1.00,0.23,0.50,1.74,0.80,0.00
0.00,0.78,19.30,0.00,0.00,0.00,0.00,0.25,4.25,0.98,0.25,4.25,1.06,0.25,0.99,0.23,0.50,2.25,1.04,0.00
0.25,0.78,22.02,5.08,0.00,0.00,0.00,0.25,8.93,2.06,0.25,7.93,1.98,0.00,1.00,0.00,0.50,3.93,1.81,0.00
0.25,0.72,32.37,7.46,0.00,0.00,0.00,0.25,19.29,4.45,0.25,12.00,3.00,0.00,5.35,0.00,0.50,17.29,7.97,0.00
0.25,0.65,33.17,7.65,0.00,0.00,0.00,0.25,15.01,3.46,0.25,10.01,2.50,0.00,5.56,0.00,0.50,15.01,6.92,0.00
0.25,0.59,26.92,6.20,0.00,0.00,0.00,0.25,12.15,2.80,0.25,13.50,3.38,0.00,2.80,0.00,0.50,9.65,4.45,0.00
0.25,0.52,20.68,4.77,0.00,0.00,0.00,0.25,5.65,1.30,0.25,10.00,2.50,0.00,1.70,0.00,0.50,3.65,1.68,0.00
0.00,0.46,17.88,0.00,0.00,0.00,0.00,0.25,6.15,1.42,0.25,8.00,2.00,0.23,1.35,0.29,0.50,3.65,1.68,0.00
0.00,0.46,17.10,0.00,0.00,0.00,0.00,0.25,9.75,2.25,0.25,20.00,5.00,0.23,1.35,0.28,0.50,3.56,1.64,0.00
-0.17,0.45,15.23,-2.61,0.00,0.00,0.00,0.25,5.15,1.19,0.25,18.01,4.50,0.22,1.35,0.28,0.50,3.15,1.45,0.00
-0.75,0.49,14.35,-10.76,0.00,0.00,0.00,0.25,5.15,1.19,0.25,15.00,3.75,0.25,1.35,0.31,0.50,2.21,1.02,0.00
-0.75,0.66,13.80,-10.35,0.00,0.00,0.00,0.25,6.80,1.57,0.25,21.37,5.34,0.25,2.20,0.51,0.50,2.21,1.02,0.00
-0.75,0.83,13.73,-10.30,0.00,0.00,0.00,0.25,6.51,1.50,0.25,7.51,1.88,0.25,2.20,0.51,0.50,2.21,1.02,0.00
-0.01,1.00,19.84,-0.26,0.00,0.00,0.00,0.25,5.04,1.16,0.25,5.00,1.25,0.25,3.60,0.83,0.50,4.24,1.95,0.00
0.25,1.00,43.77,10.09,0.00,0.00,0.00,0.25,25.40,5.85,0.25,8.00,2.00,0.00,5.35,0.00,0.50,19.15,8.83,0.00
1.00,0.94,33.92,31.27,0.00,0.00,0.00,0.00,7.15,0.00,0.25,7.15,1.79,0.00,3.95,0.00,0.00,7.15,0.00,0.00
0.00,0.69,29.05,0.00,0.00,0.00,0.00,0.25,4.00,0.92,0.25,5.20,1.30,0.25,3.35,0.77,0.50,4.70,2.17,0.00
0.00,0.69,25.93,0.00,0.00,0.00,0.00,0.25,4.00,0.92,0.25,6.00,1.50,0.25,2.37,0.55,0.50,3.90,1.80,0.00
0.00,0.69,24.43,0.00,0.00,0.00,0.00,0.25,2.15,0.50,0.25,5.00,1.25,0.25,1.42,0.33,0.50,2.15,0.99,0.00
0.00,0.68,25.63,0.00,0.00,0.00,0.00,0.25,2.10,0.48,0.25,5.00,1.25,0.25,1.02,0.24,0.50,2.00,0.92,0.00
0.00,0.68,24.10,0.00,0.00,0.00,0.00,0.25,2.11,0.49,0.25,5.00,1.25,0.25,1.00,0.23,0.50,2.01,0.93,0.00
0.00,0.68,22.65,0.00,0.00,0.00,0.00,0.25,3.50,0.81,0.25,5.00,1.25,0.25,0.97,0.22,0.50,2.50,1.15,0.00
-0.75,0.67,21.81,-16.36,0.00,0.00,0.00,0.25,2.50,0.58,0.25,4.00,1.00,0.25,0.97,0.22,0.50,2.00,0.92,0.00
-0.69,0.84,21.99,-15.22,0.00,0.00,0.00,0.25,2.60,0.60,0.25,4.10,1.02,0.25,0.98,0.23,0.50,2.00,0.92,0.00
-0.01,1.00,22.29,-0.29,0.00,0.00,0.00,0.25,3.85,0.89,0.25,3.85,0.96,0.25,0.99,0.23,0.50,2.01,0.93,0.00
0.00,1.00,24.56,0.00,0.00,0.00,0.00,0.25,5.00,1.15,0.25,5.00,1.25,0.25,0.98,0.23,0.50,3.21,1.48,0.00
0.25,1.00,29.21,6.73,0.00,0.00,0.00,0.25,9.00,2.07,0.25,8.00,2.00,0.00,0.99,0.00,0.50,5.00,2.30,0.00
0.25,0.93,32.73,7.54,0.00,0.00,0.00,0.25,15.21,3.51,0.25,12.00,3.00,0.00,1.95,0.00,0.50,13.21,6.09,0.00
0.25,0.87,34.62,7.98,0.00,0.00,0.00,0.25,11.42,2.63,0.25,9.22,2.31,0.00,2.40,0.00,0.50,11.32,5.22,0.00
0.00,0.80,27.58,0.00,0.00,0.00,0.00,0.25,7.38,1.70,0.25,13.50,3.38,0.25,1.70,0.39,0.50,7.28,3.36,0.00
0.00,0.80,23.85,0.00,0.00,0.00,0.00,0.25,7.00,1.61,0.25,12.11,3.03,0.25,1.70,0.39,0.50,6.20,2.86,0.00
0.00,0.80,23.28,0.00,0.00,0.00,0.00,0.25,7.00,1.61,0.25,10.00,2.50,0.25,1.20,0.28,0.50,6.45,2.97,0.00
0.00,0.80,23.57,0.00,0.00,0.00,0.00,0.25,6.93,1.60,0.25,6.93,1.73,0.25,1.20,0.28,0.50,6.33,2.92,0.00
0.00,0.79,23.56,0.00,0.00,0.00,0.00,0.25,4.50,1.04,0.25,8.00,2.00,0.25,1.42,0.33,0.50,3.50,1.61,0.00
0.00,0.79,23.21,0.00,0.00,0.00,0.00,0.25,4.05,0.93,0.25,6.75,1.69,0.25,1.42,0.33,0.50,3.25,1.50,0.00
-0.16,0.79,22.89,-3.57,0.00,0.00,0.00,0.25,3.95,0.91,0.25,7.11,1.78,0.25,2.60,0.60,0.50,3.15,1.45,0.00
-0.75,0.82,22.64,-16.98,0.00,0.00,0.00,0.25,5.00,1.15,0.25,5.00,1.25,0.25,2.70,0.62,0.50,3.15,1.45,0.00
0.00,0.99,24.83,0.00,0.00,0.00,0.00,0.25,8.00,1.84,0.25,3.50,0.88,0.25,3.70,0.85,0.50,4.50,2.07,0.00
0.25,0.99,60.05,13.84,0.00,0.00,0.00,0.25,41.42,9.55,0.00,3.50,0.00,0.00,21.65,0.00,0.50,36.82,16.97,0.00
0.25,0.92,47.12,10.86,0.00,0.00,0.00,0.25,21.83,5.03,0.25,5.00,1.25,0.00,5.00,0.00,0.50,22.60,10.42,0.00
1.00,0.85,34.34,31.66,0.00,0.00,0.00,0.00,4.00,0.00,0.25,3.30,0.82,0.00,2.70,0.00,-0.00,6.80,-0.00,0.00
0.75,0.61,31.14,21.53,0.00,0.00,0.00,0.25,4.00,0.92,0.25,4.00,1.00,0.00,1.42,0.00,0.00,3.90,0.00,0.00
0.00,0.42,25.19,0.00,0.00,0.00,0.00,0.25,2.23,0.51,0.25,3.50,0.88,0.19,1.25,0.22,0.50,2.24,1.03,0.00
0.06,0.42,26.82,1.55,0.00,0.00,0.00,0.25,3.45,0.80,0.25,5.00,1.25,0.19,1.00,0.17,0.50,3.35,1.54,0.00
0.00,0.40,25.10,0.00,0.00,0.00,0.00,0.25,2.28,0.53,0.25,4.65,1.16,0.17,1.00,0.16,0.50,2.15,0.99,0.00
0.00,0.40,25.08,0.00,0.00,0.00,0.00,0.25,4.00,0.92,0.25,4.00,1.00,0.17,0.96,0.15,0.50,3.40,1.57,0.00
0.00,0.39,23.04,0.00,0.00,0.00,0.00,0.25,2.47,0.57,0.25,3.50,0.88,0.16,0.96,0.14,0.50,1.87,0.86,0.00
0.00,0.39,22.66,0.00,0.00,0.00,0.00,0.25,2.80,0.65,0.25,3.50,0.88,0.16,0.97,0.14,0.50,2.00,0.92,0.00
0.00,0.39,21.51,0.00,0.00,0.00,0.00,0.25,3.50,0.81,0.25,3.50,0.88,0.16,0.98,0.14,0.50,2.00,0.92,0.00
0.00,0.39,22.19,0.00,0.00,0.00,0.00,0.25,5.00,1.15,0.25,4.04,1.01,0.16,0.97,0.14,0.50,2.15,0.99,0.00
0.00,0.38,23.83,0.00,0.00,0.00,0.00,0.25,5.00,1.15,0.25,5.00,1.25,0.15,0.98,0.14,0.50,3.75,1.73,0.00
0.10,0.38,26.45,2.41,0.00,0.00,0.00,0.25,9.00,2.07,0.25,6.60,1.65,0.15,2.40,0.33,0.50,6.50,3.00,0.00
0.13,0.35,25.60,2.98,0.00,0.00,0.00,0.25,7.01,1.62,0.25,7.01,1.75,0.12,2.40,0.27,0.50,6.50,3.00,0.00
-0.75,0.32,20.03,-15.02,0.00,0.00,0.00,0.25,4.86,1.12,0.25,13.50,3.38,0.09,2.40,0.20,0.50,4.67,2.15,0.00
-0.75,0.49,17.29,-12.97,0.00,0.00,0.00,0.25,4.50,1.04,0.25,8.00,2.00,0.25,1.95,0.45,0.50,2.00,0.92,0.00
-0.75,0.66,17.12,-12.84,0.00,0.00,0.00,0.25,4.20,0.97,0.25,8.00,2.00,0.25,1.22,0.28,0.50,2.00,0.92,0.00
-0.75,0.83,19.14,-14.36,0.00,0.00,0.00,0.25,5.00,1.15,0.25,8.00,2.00,0.25,1.25,0.29,0.50,2.00,0.92,0.00
-0.01,1.00,22.41,-0.29,0.00,0.00,0.00,0.25,3.61,0.83,0.25,9.00,2.25,0.25,1.62,0.37,0.50,2.00,0.92,0.00
0.00,1.00,24.96,0.00,0.00,0.00,0.00,0.25,5.11,1.18,0.25,8.00,2.00,0.25,1.36,0.31,0.50,4.11,1.89,0.00
-0.03,1.00,24.88,-0.65,0.00,0.00,0.00,0.25,4.03,0.93,0.25,8.00,2.00,0.25,2.60,0.60,0.50,3.23,1.49,0.00
-0.01,1.00,25.57,-0.33,0.00,0.00,0.00,0.25,5.65,1.30,0.25,5.65,1.41,0.25,2.70,0.62,0.50,3.15,1.45,0.00
0.00,1.00,28.75,0.00,0.00,0.00,0.00,0.25,5.51,1.27,0.25,2.00,0.50,0.25,4.22,0.97,0.50,4.31,1.99,0.00
0.25,1.00,61.37,14.15,0.00,0.00,0.00,0.25,49.67,11.45,0.00,2.21,0.00,0.00,24.77,0.00,0.50,42.15,19.43,0.00
0.25,0.93,54.36,12.53,0.00,0.00,0.00,0.25,29.14,6.72,0.00,1.70,0.00,0.00,10.00,0.00,0.50,30.13,13.89,0.00
0.25,0.86,46.33,10.68,0.00,0.00,0.00,0.25,12.87,2.97,0.00,1.20,0.00,0.00,4.45,0.00,0.50,16.87,7.78,0.00
0.25,0.79,42.71,9.84,0.00,0.00,0.00,0.25,13.35,3.08,0.00,1.12,0.00,0.00,4.42,0.00,0.50,13.34,6.15,0.00
0.00,0.72,30.65,0.00,0.00,0.00,0.00,0.25,4.25,0.98,0.25,3.50,0.88,0.25,1.42,0.33,0.50,5.00,2.30,0.00
0.00,0.71,29.68,0.00,0.00,0.00,0.00,0.25,3.68,0.85,0.25,3.68,0.92,0.25,1.00,0.23,0.50,3.75,1.73,0.00
0.00,0.71,30.07,0.00,0.00,0.00,0.00,0.25,4.10,0.95,0.25,4.00,1.00,0.25,1.00,0.23,0.50,4.00,1.84,0.00
0.00,0.71,29.09,0.00,0.00,0.00,0.00,0.25,2.76,0.64,0.25,2.00,0.50,0.25,0.95,0.22,0.50,3.14,1.45,0.00
0.00,0.71,28.37,0.00,0.00,0.00,0.00,0.25,2.01,0.46,0.25,0.27,0.07,0.25,0.95,0.22,0.50,2.15,0.99,0.00
-0.51,0.70,28.13,-14.22,0.00,0.00,0.00,0.25,2.95,0.68,0.25,0.14,0.04,0.25,0.96,0.22,0.50,3.00,1.38,0.00
0.00,0.82,28.71,0.00,0.00,0.00,0.00,0.25,3.00,0.69,0.25,0.09,0.02,0.25,0.97,0.22,0.50,3.00,1.38,0.00
0.00,0.81,31.25,0.00,0.00,0.00,0.00,0.25,3.84,0.89,0.00,0.17,0.00,0.25,0.96,0.22,0.50,3.75,1.73,0.00
0.25,0.80,34.50,7.95,0.00,0.00,0.00,0.25,8.61,1.98,0.25,0.92,0.23,0.00,1.00,0.00,0.50,8.11,3.74,0.00
0.75,0.74,79.09,54.69,0.00,0.00,0.00,0.25,49.38,11.38,0.00,3.15,0.00,0.00,20.95,0.00,0.00,41.58,0.00,0.00
1.00,0.55,66.48,61.29,0.00,0.00,0.00,-0.00,21.45,-0.00,0.00,1.52,0.00,0.00,14.95,0.00,0.00,21.35,0.00,0.00
0.25,0.30,40.73,9.39,0.00,0.00,0.00,0.25,10.15,2.34,0.25,7.11,1.78,0.00,5.42,0.00,0.50,9.99,4.61,0.00
0.00,0.23,29.64,0.00,0.00,0.00,0.00,0.25,6.91,1.59,0.25,6.60,1.65,0.00,1.45,0.00,0.50,6.50,3.00,0.00
-0.02,0.23,26.67,-0.40,0.00,0.00,0.00,0.25,4.60,1.06,0.25,5.00,1.25,0.00,1.22,0.00,0.50,4.50,2.07,0.00
0.00,0.23,26.73,0.00,0.00,0.00,0.00,0.25,7.00,1.61,0.25,8.00,2.00,0.00,1.20,0.00,0.50,6.50,3.00,0.00
-0.01,0.23,24.14,-0.18,0.00,0.00,0.00,0.25,6.00,1.38,0.25,12.00,3.00,0.00,1.42,0.00,0.50,3.41,1.57,0.00
0.00,0.23,23.49,0.00,0.00,0.00,0.00,0.25,6.00,1.38,0.25,12.00,3.00,0.00,1.39,0.00,0.50,4.71,2.17,0.00
-0.75,0.23,18.44,-13.83,0.00,0.00,0.00,0.25,6.95,1.60,0.25,11.01,2.75,0.00,2.45,0.00,0.49,4.01,1.82,0.00
-0.75,0.40,16.62,-12.46,0.00,0.00,0.00,0.25,8.40,1.94,0.25,10.40,2.60,0.17,2.45,0.38,0.50,4.01,1.85,0.00
0.00,0.57,18.46,0.00,0.00,0.00,0.00,0.25,9.50,2.19,0.25,7.50,1.88,0.25,4.20,0.97,0.50,6.50,3.00,0.00
0.00,0.57,25.31,0.00,0.00,0.00,0.00,0.25,40.00,9.22,0.25,17.81,4.45,0.25,8.00,1.84,0.50,30.00,13.83,0.00
0.00,0.56,24.20,0.00,0.00,0.00,0.00,0.25,16.00,3.69,0.25,15.00,3.75,0.25,3.01,0.69,0.50,16.39,7.56,0.00
0.00,0.56,19.82,0.00,0.00,0.00,0.00,0.25,6.00,1.38,0.25,10.10,2.52,0.25,2.95,0.68,0.50,10.00,4.61,0.00
0.00,0.56,18.68,0.00,0.00,0.00,0.00,0.25,7.60,1.75,0.25,12.00,3.00,0.25,2.20,0.51,0.50,11.60,5.35,0.00
0.00,0.55,18.50,0.00,0.00,0.00,0.00,0.25,7.01,1.62,0.25,7.01,1.75,0.25,1.55,0.36,0.50,7.01,3.23,0.00
0.00,0.55,19.40,0.00,0.00,0.00,0.00,0.25,6.03,1.39,0.25,10.00,2.50,0.25,1.00,0.23,0.50,10.00,4.61,0.00
0.00,0.55,18.87,0.00,0.00,0.00,0.00,0.25,6.40,1.48,0.25,6.50,1.62,0.25,1.00,0.23,0.50,6.40,2.95,0.00
